Time,PUF 1,PUF 2,PUF 3,PUF 4
367,-0.0149331,-0.0083747,-0.0114017,0.0103927
368,-0.0149331,-0.0035315,-0.0069621,0.0068612
369,-0.0131169,-0.0015135,-0.0014126,0.0107963
370,-0.0139241,-0.0002018,-0.0035315,0.0107963
371,-0.0155385,0.0008072,-0.0077693,0.0077693
372,-0.0141259,0.0027243,-0.0138233,0.0063567
373,-0.0056504,0.0024216,-0.0185655,0.0066594
374,-0.0089801,0.0007063,-0.016144,0.0068612
375,-0.0086774,0.0007063,-0.0127134,0.0047423
376,-0.003027,0.005045,-0.0148323,0.0073657
377,-0.0084756,0.0071639,-0.0127134,0.0068612
378,-0.0093837,0.0019171,-0.0140251,0.0063567
379,-0.0078702,0.0032288,-0.0122089,0.0075675
380,-0.0101909,0.003027,-0.0120071,0.0062558
381,-0.0065585,0.0038342,-0.0108972,0.0055495
382,-0.0103927,0.0095855,-0.0098882,0.0073657
383,-0.0026234,0.0092828,-0.0087783,0.0101909
384,-0.0047423,0.0031279,-0.0093837,0.0105945
385,-0.0025225,0.0012108,-0.0104936,0.0065585
386,0.0011099,0.0001009,-0.0055495,0.0021189
387,-0.0006054,0.003027,-0.0074666,0.0005045
388,-0.0006054,0.0046414,-0.0114017,0.003027
389,0.0024216,-0.0048432,-0.0077693,0.0014126
390,0.0014126,0.0002018,-0.0052468,-0.0001009
391,0.0012108,0.0028252,-0.0043387,-0.0003027
392,-0.002018,0.0034306,-0.0087783,0.0002018
393,-0.0051459,-0.0012108,-0.0066594,0.0032288
394,-0.0022198,-0.007063,-0.0001009,0.006054
395,-0.0002018,-0.0062558,0.002018,0.0068612
396,-0.0037333,-0.0018162,0.0084756,0.002018
397,-0.0038342,-0.0018162,0.0037333,0.003027
398,-0.0032288,0.0009081,-0.0052468,0
399,-0.0045405,0.0049441,-0.0088792,0.0002018
400,-0.0044396,0.0015135,-0.0120071,0.0036324
401,-0.0059531,-0.0006054,-0.0144287,0.0062558
402,-0.0032288,-0.0011099,-0.0164467,0.0118053
403,-0.0018162,0.0001009,-0.0111999,0.0114017
404,-0.0022198,0.0029261,-0.0158413,0.0083747
405,-0.0045405,0.0003027,-0.0133188,0.0015135
406,-0.0084756,0.0006054,-0.0162449,-0.0003027
407,-0.0044396,-0.0028252,-0.014126,0.0046414
408,-0.0057513,-0.0068612,-0.0130161,0.0004036
409,-0.0019171,-0.0075675,-0.0091819,-0.0005045
410,-0.005045,-0.0067603,-0.0048432,-0.0023207
411,-0.0069621,-0.0059531,-0.0052468,-0.0016144
412,-0.0038342,-0.0061549,-0.0028252,0.0023207
413,-0.0031279,-0.0052468,-0.0017153,-0.0008072
414,0.0008072,-0.0037333,-0.0059531,0.0001009
415,0.0062558,-0.0064576,-0.008072,0.0014126
416,0.0013117,-0.0007063,-0.0108972,0.0025225
417,0.0032288,-0.0037333,-0.0079711,0.0041369
418,0.0051459,-0.0074666,-0.0055495,0.0003027
419,-0.0006054,-0.007063,-0.0039351,-0.0008072
420,-0.0018162,-0.0038342,-0.0046414,-0.0005045
421,0.0007063,-0.0064576,-0.0052468,0.0018162
422,-0.0059531,-0.0063567,-0.0087783,0.0057513
423,-0.0042378,-0.0113007,-0.0068612,0.0031279
424,-0.0023207,-0.0098881,-0.0058522,0.0055495
425,0.0021189,-0.0074666,-0.0084756,0.0023207
426,0.0046414,-0.0074666,-0.0069621,0.0053477
427,0.0051459,-0.0042378,-0.009081,0.0062558
428,-0.0002018,-0.0022198,-0.008072,0.0043387
429,0.0042378,0.0008072,-0.0015135,0.0043387
430,0.0092828,0.0003027,0.0021189,0.0012108
431,0.0075675,0.0009081,0.0041369,-0.0017153
432,0.0024216,-0.0009081,-0.0069621,-0.0031279
433,0.002018,0.0032288,-0.0078702,-0.001009
434,0.002018,-0.0002018,-0.0073657,-0.0041369
435,0.0005045,0.001009,-0.0026234,-0.0033297
436,0.0017153,0.0063567,-0.0016144,-0.0003027
437,0.0009081,0.0047423,-0.0081729,0.0015135
438,0.0029261,0.0032288,-0.0067603,0.0048432
439,0.0085765,-0.0021189,-0.0083747,0.0071639
440,-0.0002018,-0.0028252,-0.0071639,0.0071639
441,-0.0045405,0,-0.0011099,0.0019171
442,0.0004036,-0.0015135,-0.0041369,0.008072
443,-0.0061549,0.0026234,-0.0052468,0.0075675
444,0.0023207,0.0003027,-0.0101909,0.0057513
445,0.0092828,0.0006054,-0.0088792,0.0004036
446,0.0114017,0.0022198,-0.0096864,-0.0039351
447,0.0127134,0.0028252,-0.0048432,-0.006054
448,0.0077693,0.0067603,-0.0039351,-0.004036
449,0.0053477,0.0136215,-0.0025225,0.0006054
450,0.0015135,0.0144287,-0.0053477,-0.0024216
451,0.001009,0.0139242,-0.0087783,-0.0041369
452,0.0034306,0.011099,-0.0124107,-0.005045
453,-0.0018162,0.009081,-0.0115026,-0.0033297
454,-0.003027,0.0061549,-0.0117044,-0.0038342
455,-0.001009,0.0035315,-0.0120071,-0.0035315
456,-0.0026234,-0.004036,-0.0103927,-0.0005045
457,0.0006054,-0.0072648,-0.0108972,-0.0046414
458,0.0012108,-0.0016144,-0.0142269,-0.0056504
459,-0.0024216,-0.0002018,-0.0162449,-0.0078701
460,-0.0033297,0.0001009,-0.0136215,-0.0072648
461,-0.0007063,0.0038342,-0.0114017,-0.0056504
462,0.0018162,0.0062558,-0.014126,-0.0096863
463,0.0038342,0.0031279,-0.0091819,-0.0061549
464,0.0066594,0.0028252,-0.0083747,-0.0043387
465,0.0041369,-0.0013117,-0.0123098,-0.0019171
466,0.0012108,-0.0032288,-0.0108972,0.0022198
467,0.0018162,-0.0048432,-0.0106954,-0.0021189
468,0.0023207,-0.0039351,-0.0087783,-0.003027
469,0.0002018,-0.0089801,-0.0132179,-0.0007063
470,-0.0064576,-0.0028252,-0.0132179,-0.0039351
471,-0.0001009,-0.0042378,-0.0150341,-0.0018162
472,-0.0012108,-0.0047423,-0.0134197,0.0012108
473,-0.0011099,-0.008072,-0.01009,-0.0005045
474,0.0013117,-0.0075675,-0.0076684,-0.0063567
475,-0.0052468,-0.0031279,-0.0095855,-0.0043387
476,-0.002018,-0.0025225,-0.0125116,-0.0067603
477,-0.0044396,-0.0009081,-0.0111999,-0.004036
478,-0.0101909,0,-0.0064576,-0.0004036
479,-0.0107962,0.0033297,-0.008072,-0.0039351
480,-0.0097873,0.0047423,-0.0072648,-0.0034306
481,-0.0106954,0.0025225,-0.0092828,-0.0071639
482,-0.002018,0.0012108,-0.0093837,-0.0068612
483,-0.0004036,0.0017153,-0.0084756,-0.0066594
484,-0.0084756,-0.0031279,-0.0088792,-0.0051459
485,-0.0125115,0.0018162,-0.0092828,-0.0064576
486,-0.0072648,0,-0.0061549,-0.0054486
487,-0.0089801,-0.0016144,-0.0084756,-0.0022198
488,-0.0048432,-0.0032288,-0.0093837,-0.0011099
489,-0.0048432,-0.0004036,-0.0125116,-0.0042378
490,-0.0078702,0.0002018,-0.007063,-0.0024216
491,-0.0033297,0.0019171,-0.0081729,0
492,-0.0065585,0.0016144,-0.0086774,-0.0077692
493,-0.0055495,0.0017153,-0.0104936,-0.0051459
494,-0.0138232,0.0007063,-0.012108,-0.0041369
495,-0.0053477,-0.0012108,-0.0072648,-0.0023207
496,-0.0047423,-0.0015135,-0.0091819,-0.0054486
497,-0.004036,-0.0056504,-0.005045,-0.0078701
498,-0.0009081,-0.003027,-0.0052468,-0.0088791
499,-0.001009,-0.0023207,-0.0055495,-0.0058522
500,-0.0005045,-0.0024216,-0.0051459,-0.0047423
501,0.0037333,-0.0041369,-0.0044396,-0.0024216
502,0.0054486,-0.0003027,-0.0048432,-0.0026234
503,0.0079711,-0.0003027,-0.001009,-0.0063567
504,0.0032288,-0.0059531,0.0012108,-0.005045
505,0.0017153,-0.0072648,0.0008072,-0.005045
506,-0.0069621,-0.0035315,0.005045,-0.0036324
507,-0.0057513,-0.002018,0.0053477,-0.0033297
508,-0.0071639,-0.0012108,0.0055495,-0.0059531
509,-0.007063,-0.0037333,0.0038342,-0.0049441
510,-0.0066594,-0.007063,0.0042378,-0.0063567
511,-0.0037333,-0.0053477,0.0016144,-0.0085764
512,-0.0064576,-0.0072648,0.0033297,-0.0083746
513,-0.0052468,-0.0076684,0.0022198,-0.0085764
514,-0.0049441,-0.0044396,0.004036,-0.0047423
515,-0.0059531,-0.0094845,0.0011099,-0.0034306
516,-0.0047423,-0.0086774,0.001009,-0.0023207
517,-0.0023207,-0.0116034,0.0022198,-0.0003027
518,-0.0022198,-0.0123097,-0.0005045,-0.0039351
519,-0.0012108,-0.0122088,0.0007063,-0.0033297
520,0.0013117,-0.0097872,0.0004036,-0.0073657
521,0.0064576,-0.0076684,-0.0005045,-0.0081728
522,0.0007063,-0.0046414,0.0009081,-0.0083746
523,-0.0046414,0,-0.0015135,-0.0111998
524,-0.0024216,-0.0002018,0.0016144,-0.0085764
525,-0.0014126,-0.0038342,0.0002018,-0.0098881
526,-0.0046414,0.0014126,-0.0017153,-0.0114016
527,-0.0068612,0.0006054,-0.0016144,-0.0090809
528,-0.0076684,-0.0017153,-0.0002018,-0.0067603
529,-0.0122088,-0.0009081,0.0028252,-0.0063567
530,-0.0085765,-0.0022198,0.0014126,-0.0105944
531,-0.035788,0.0004036,-0.0028252,-0.0065585
532,-0.035788,0.0064576,-0.0113008,-0.0076683
533,-0.035788,0.0073657,-0.0091819,-0.0082737
534,-0.035788,0.0039351,-0.0071639,-0.0102917
535,-0.035788,0.0024216,-0.0069621,-0.0100899
536,-0.035788,0.0061549,0.0006054,-0.0078701
537,-0.035788,-0.0001009,-0.0013117,-0.00898
538,-0.035788,-0.0025225,-0.0075675,-0.0117043
539,-0.035788,-0.0013117,-0.012108,-0.0078701
540,-0.035788,-0.0032288,-0.0109981,-0.0034306
541,-0.035788,-0.0017153,-0.0095855,-0.0026234
542,-0.035788,-0.0049441,-0.0081729,0.0022198
543,-0.035788,-0.0071639,-0.0087783,0.0005045
544,-0.035788,-0.0039351,-0.0072648,-0.0037333
545,-0.035788,-0.0039351,-0.0036324,-0.0059531
546,-0.035788,0.0013117,-0.0092828,-0.0045405
547,-0.035788,0.0006054,-0.0098882,-0.004036
548,-0.035788,0.003027,-0.0115026,-0.0051459
549,-0.035788,0.0002018,-0.0114017,-0.0012108
550,-0.035788,0.001009,-0.0082738,0.003027
551,-0.035788,-0.0025225,-0.0063567,0.0004036
552,-0.035788,-0.0034306,-0.0069621,0.001009
553,-0.035788,-0.012007,-0.0064576,0.005045
554,-0.035788,-0.0108971,-0.0076684,0.0058522
555,-0.035788,-0.0100899,-0.0092828,0.0025225
556,-0.035788,-0.0102917,-0.0062558,-0.0015135
557,-0.035788,-0.0067603,-0.0086774,-0.0007063
558,-0.035788,-0.0028252,-0.0067603,-0.0031279
559,-0.035788,0.0041369,-0.0082738,-0.0023207
560,-0.035788,0.006054,-0.0065585,-0.0078701
561,-0.035788,0.0126125,-0.0053477,-0.0023207
562,-0.035788,0.0107963,-0.0086774,-0.0011099
563,-0.035788,0.0135206,-0.0065585,-0.0008072
564,-0.035788,0.0026234,-0.0031279,-0.0038342
565,-0.035788,0.0048432,-0.0062558,-0.0055495
566,-0.035788,0.0023207,-0.0009081,-0.0014126
567,-0.035788,0.003027,-0.0024216,-0.0006054
568,-0.035788,0.0083747,-0.0026234,0.001009
569,-0.035788,0.0049441,-0.0052468,0.0038342
570,-0.035788,-0.0044396,-0.006054,0.0015135
571,-0.035788,-0.0025225,-0.0056504,-0.0016144
572,-0.035788,0.0001009,-0.0041369,0.0051459
573,-0.035788,-0.0008072,-0.0114017,0.0028252
574,-0.035788,0.0011099,-0.0164467,-0.0027243
575,-0.035788,0.0023207,-0.0196754,-0.0035315
576,-0.035788,0.0007063,-0.0164467,-0.0019171
577,-0.035788,0.0004036,-0.0177583,-0.0017153
578,-0.035788,0.0069621,-0.0126125,0.0023207
579,-0.035788,0.0113008,-0.0102918,-0.0013117
580,-0.035788,0.0044396,-0.0111999,-0.0013117
581,-0.035788,0.0009081,-0.0085765,-0.0014126
582,-0.035788,0.0069621,-0.0084756,-0.0007063
583,-0.035788,0.0007063,-0.0064576,-0.0017153
584,-0.035788,-0.0007063,-0.0046414,-0.0018162
585,-0.035788,0.0038342,-0.0043387,-0.0011099
586,-0.035788,-0.0008072,-0.0044396,-0.0024216
587,-0.035788,-0.002018,-0.0011099,-0.0025225
588,-0.035788,-0.0027243,-0.003027,0.0028252
589,-0.035788,-0.0044396,-0.0062558,0.0062558
590,-0.035788,-0.0047423,-0.0073657,0.0053477
591,-0.035788,-0.0026234,-0.0137224,0.0053477
592,-0.035788,-0.0041369,-0.0106954,0.0045405
593,-0.035788,-0.0039351,-0.0105945,0.0027243
594,-0.035788,-0.0091818,-0.0106954,0.0008072
595,-0.035788,-0.0047423,-0.0096864,-0.0017153
596,-0.035788,-0.008072,-0.009081,-0.0014126
597,-0.035788,-0.0057513,-0.0099891,-0.0005045
598,-0.035788,-0.0018162,-0.0095855,0.0005045
599,-0.035788,-0.0051459,-0.0074666,-0.0006054
600,-0.035788,-0.005045,-0.0079711,0.0001009
601,-0.035788,0.0018162,-0.0102918,-0.0027243
602,-0.035788,0.0023207,-0.014126,-0.0015135
,,0.0023207,-0.0135206,-0.0064576
,,0.0038342,-0.0118053,-0.0029261
,,0.0049441,-0.0118053,0.0004036
,,0.0013117,-0.0103927,-0.0016144
,,-0.0004036,-0.0071639,-0.0001009
,,0.0019171,-0.0005045,0.003027
,,0.0068612,-0.0063567,-0.001009
,,0.0045405,-0.0106954,-0.0022198
,,0.0021189,-0.01009,-0.0021189
,,0.0017153,-0.015135,-0.0029261
,,0.0016144,-0.0153368,-0.0047423
,,,-0.0133188,-0.0057513
,,,-0.0105945,0.0001009
,,,-0.0133188,-0.0007063
,,,-0.0115026,-0.0043387
,,,-0.0062558,0.0004036
,,,-0.0063567,-0.0002018
,,,-0.0099891,0.0098882
,,,-0.0128143,0.0086774
,,,-0.0184646,-0.0031279
,,,-0.016144,0.0006054
,,,-0.017153,0.0001009
,,,-0.012108,0.0035315
,,,-0.0194736,0.0008072
,,,-0.0162449,0.0034306
,,,-0.0168503,-0.0004036
,,,-0.0136215,-0.001009
,,,-0.0147314,-0.0006054
,,,-0.0098882,0.0025225
,,,-0.0064576,-0.0029261
,,,-0.0047423,-0.0028252
,,,-0.0044396,-0.0048432
,,,-0.0122089,-0.0032288
,,,-0.0115026,0
,,,-0.0086774,-0.0019171
,,,-0.0087783,-0.0044396
,,,-0.0046414,-0.0031279
,,,-0.0117044,-0.0058522
,,,-0.0183637,-0.0047423
,,,-0.0189691,-0.0023207
,,,-0.0194736,-0.0064576
,,,-0.0173547,-0.0028252
,,,-0.012108,-0.0038342
,,,-0.0114017,-0.0086773
,,,-0.0164467,-0.007063
,,,-0.0123098,-0.0049441
,,,-0.0111999,-0.0072648
,,,-0.0127134,-0.0085764
,,,-0.0073657,-0.0087782
,,,-0.0078702,-0.0039351
,,,-0.007063,-0.0043387
,,,-0.0083747,-0.0122088
,,,-0.0125116,-0.0121079
,,,-0.0144287,-0.007063
,,,-0.0159422,-0.0075674
,,,-0.0117044,-0.0113007
,,,-0.0034306,-0.0093836
,,,-0.0107963,-0.00898
,,,-0.0149332,-0.0033297
,,,-0.0076684,-0.0032288
,,,-0.0075675,-0.0005045
,,,-0.0076684,0.0022198
,,,-0.0022198,0.0013117
,,,-0.0055495,-0.0034306
,,,-0.0055495,-0.0056504
,,,-0.0052468,-0.002018
,,,-0.0097873,0.0006054
,,,-0.0104936,-0.0056504
,,,-0.0064576,-0.0066594
,,,-0.0067603,-0.0036324
,,,-0.0066594,-0.0084755
,,,-0.0078702,-0.0094845
,,,-0.0079711,-0.0051459
,,,-0.0063567,-0.0008072
,,,-0.0058522,-0.0016144
,,,-0.0055495,0.0024216
,,,-0.0123098,-0.0003027
,,,-0.0102918,-0.0069621
,,,-0.0052468,-0.0041369
,,,0.0032288,-0.0041369
,,,0.0026234,-0.007063
,,,-0.0009081,-0.0087782
,,,-0.0052468,-0.0104935
,,,-0.011099,-0.0148322
,,,-0.0118053,-0.0127133
,,,-0.0125116,-0.0132178
,,,-0.0076684,-0.0098881
,,,-0.0088792,-0.0103926
,,,-0.0062558,-0.0075674
,,,-0.006054,-0.0033297
,,,-0.0082738,0.0028252
,,,-0.0094846,0.0014126
,,,-0.0097873,-0.0034306
,,,-0.0058522,-0.0068612
,,,,-0.0055495
,,,,-0.0009081
,,,,-0.0002018
,,,,0.0003027
,,,,0.0035315
,,,,0.0021189
,,,,-0.004036
,,,,-0.0054486
,,,,-0.0061549
,,,,-0.0053477
,,,,-0.0047423
,,,,0.0009081
,,,,0.0028252
,,,,-0.0019171
,,,,-0.0043387
,,,,-0.0043387
,,,,-0.0044396
,,,,0.001009
,,,,-0.001009
,,,,0.0006054
,,,,0.0016144
,,,,-0.0006054
,,,,0.0016144
,,,,-0.0057513
,,,,-0.0087782
,,,,-0.0055495
,,,,-0.0082737
,,,,-0.0132178
,,,,-0.0102917
,,,,0.0002018
,,,,-0.0009081
,,,,0.002018
,,,,-0.0021189
,,,,-0.0011099
,,,,0.0001009
,,,,0.0059531
,,,,0.0012108
,,,,-0.0019171
,,,,-0.0012108
,,,,-0.0027243
,,,,-0.0042378
,,,,-0.0031279
,,,,0.0027243
,,,,0.0034306
,,,,0.0056504
,,,,0.004036
,,,,0.0068612
,,,,0.0025225
,,,,0.0018162
,,,,-0.001009
,,,,0.0014126
,,,,0.007063
,,,,0.0025225
,,,,0.0031279
,,,,-0.0018162
,,,,-0.0021189
,,,,-0.0016144
,,,,0.0009081
,,,,0.0035315
,,,,0.0083747
,,,,0.0041369
,,,,0.0077693
,,,,0.0002018
,,,,0.0004036
,,,,0.0014126
,,,,-0.002018
,,,,0.0017153
,,,,0.0025225
,,,,0.002018
,,,,0.0034306
,,,,0.0039351
,,,,0.0048432
,,,,0.0056504
,,,,0.0074666
,,,,0.0018162
,,,,0.0012108
,,,,-0.0047423
,,,,-0.0057513
,,,,-0.0073657
,,,,-0.0081728
,,,,-0.0094845
,,,,-0.0098881
,,,,-0.0090809
,,,,-0.0065585
,,,,0.0013117
,,,,-0.0029261
,,,,-0.0083746
,,,,-0.0097872
,,,,-0.0078701
,,,,-0.0012108
,,,,0.004036
,,,,0.0011099
,,,,0.002018
,,,,-0.0011099
,,,,0.001009
,,,,0.0025225
,,,,0.0046414
,,,,0.0029261
,,,,-0.0021189
,,,,-0.0023207
,,,,-0.0055495
,,,,-0.009989
,,,,-0.0052468
,,,,-0.0001009
,,,,0.008072
,,,,0.0077693
,,,,0.0043387
,,,,-0.0019171
,,,,0.0007063
,,,,0.0049441
,,,,0.0015135
,,,,-0.0057513
,,,,-0.0013117
,,,,-0.0016144
,,,,-0.0011099
,,,,-0.0031279
,,,,-0.0065585
,,,,-0.0043387
,,,,-0.0031279
,,,,-0.0036324
,,,,-0.0026234
,,,,-0.0004036
,,,,0.0021189
,,,,0.0029261
,,,,0.0004036
,,,,-0.0016144
,,,,-0.0044396
,,,,-0.0044396
,,,,0
,,,,0.0013117
,,,,-0.0039351
,,,,-0.0068612
,,,,-0.0148322
,,,,-0.0117043
,,,,-0.0088791
,,,,-0.0037333
,,,,-0.0046414
,,,,-0.0047423
,,,,-0.0032288
,,,,-0.0082737
,,,,-0.0044396
,,,,-0.0080719
,,,,-0.0095854
,,,,-0.0096863
,,,,-0.0064576
,,,,-0.0008072
,,,,-0.0053477
,,,,-0.0043387
,,,,-0.0063567
,,,,-0.0076683
,,,,-0.0073657
,,,,-0.002018
,,,,-0.0007063
,,,,-0.0021189
,,,,-0.0023207
,,,,-0.0032288
,,,,-0.0006054
,,,,0.0003027
,,,,0.0041369
,,,,0.0052468
,,,,0.0016144
,,,,0.001009
,,,,0.0047423
,,,,-0.0031279
,,,,0.0001009
,,,,-0.0022198
,,,,-0.0019171
,,,,0.001009
,,,,0.003027
,,,,0.0026234
,,,,0.0004036
,,,,-0.0004036
,,,,0.0017153
,,,,0.002018
,,,,0.0006054
,,,,0.0008072
,,,,-0.004036
,,,,-0.0014126
,,,,-0.0003027
,,,,-0.0017153
,,,,-0.002018
,,,,-0.0065585
,,,,-0.0014126
,,,,-0.0031279
,,,,-0.0065585
,,,,-0.0063567
,,,,-0.0037333
,,,,0.0001009
,,,,0.004036
,,,,-0.0006054
,,,,-0.0006054
,,,,-0.0013117
,,,,-0.0087782
,,,,-0.0038342
,,,,-0.0065585
,,,,-0.0043387
,,,,-0.0058522
,,,,-0.0059531
,,,,-0.0056504
,,,,-0.0076683
,,,,-0.0095854
,,,,-0.0084755
,,,,-0.0062558
,,,,-0.0067603
,,,,-0.0075674
