Unit,Min,Sec,skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1508,44.3,,0,32.11,34.04,33.76,31.03,29.63,29.1,28.38,27.37,26.49,26.07,25.74,30.39,32.45,33.01,30.83,30.53,29.53,29.32,27.88,27.31,26.67,26.51,33.86,34.34,34.98,32.49,29.97,28.92,27.9,26.73,26.19,25.99,25.66,22.9,22.98,23.04,23.04,23.1,23.14,23.26,23.36,23.73,23.95,24.03,23.63,-0.267,-0.352,-0.175,-0.187,-0.056,-0.055,-0.304,-0.175,-0.253,-0.183,-0.067,-0.069
116,1508,48.3,,4,37.64,36.74,35.32,31.69,30.07,29.21,28.68,27.5,26.63,26.15,25.83,38.31,41.46,36.82,32.42,30.83,29.93,29.53,28.16,27.36,26.79,26.55,33.78,34.24,34.9,32.48,29.91,28.82,27.68,26.71,26.19,25.99,25.66,22.98,23.06,23.51,24.92,26.07,30.51,35.98,38.25,43.29,70.7,68.36,147,51.78,26.34,12.65,6.167,4.087,2.36,14.8,11.93,8.93,3.815,2.776,1.833
116,1508,52.3,,8,237,169.5,112.7,64.07,58.55,36.28,55.35,43.28,38.44,34.32,37.6,107.7,108.9,67.97,62.31,41.78,47.67,38.02,40.53,31.29,34.46,30.19,33.66,34.16,34.84,32.5,29.95,28.85,27.56,26.63,26.11,25.87,25.59,36,36.64,37.92,43.22,47.94,52.82,59.26,64.17,86.9,134.7,138.7,285.6,69.71,35.43,17.63,10.44,7.13,4.65,20.19,10.18,6.793,9.8,8.69,6.385
116,1508,56.3,,12,323.3,253.4,166.4,84.1,75.3,42.4,62.33,48.24,43.71,38.65,46.33,144.8,146.7,112.7,91,51.61,55.03,42.7,45.82,34.24,42.3,33.88,33.78,34.06,34.78,32.45,29.83,28.76,27.43,26.59,26.03,25.82,25.46,43.47,47.92,54.81,58.68,65.91,76.9,84.4,90.9,123.7,184.8,197.8,377.9,73.1,55.17,32.67,17.17,9.11,6.328,18.07,14.51,7.48,4.974,4.723,2.878
116,1509,0.3,,16,366.5,298.4,212.6,107.1,88,47.25,69.32,52.2,45.1,39.49,46.45,170.9,175.4,122.8,106.3,58.01,55.05,42.5,44.65,34.86,41.82,34.44,34.14,34,34.72,32.34,29.73,28.68,27.58,26.55,25.95,25.79,25.38,49.17,52.74,59.37,61.39,69.75,83,102.4,119.4,148.9,233.2,261.7,484,76.2,59.23,37.16,20.33,11.7,6.764,15.09,13.53,8.4,5.972,6.667,4.418
116,1509,4.3,,20,389.4,336.3,235.7,119.3,92.6,49.79,64.93,48.87,43,39.03,45.16,184.8,190.4,140,117.1,68.63,64.18,48.64,51.29,37.95,46.97,37.04,34.22,33.92,34.62,32.28,29.69,28.66,27.68,26.51,25.95,25.77,25.26,51.31,55.94,63.34,67.04,76.9,95.2,126.1,150.1,186.7,295.5,332.5,550.4,71.2,46.04,26.52,13.25,7.62,5.248,14.1,13,9.63,7.44,6.141,4.515
116,1509,8.3,,24,418.4,329.6,229,120.7,96.7,51.59,75.2,55.01,49.19,43.53,51.75,183.6,190.8,152.2,135.1,75.3,72.2,52.91,54.65,39.53,50.48,39.11,33.74,33.5,34.54,32.27,29.69,28.6,27.88,26.57,26.03,25.83,25.4,56.61,62.21,70.6,73.8,81.1,94.4,119.7,148.7,202.9,314.7,378,622.9,70.3,60.83,51.8,28.05,12.5,8.64,14.48,14.11,11.37,9.11,7.28,5.333
116,1509,12.3,,28,445.6,400.1,281.2,146.6,122.7,64.34,103.6,69.3,59.83,49.67,60.26,186.6,194.7,153.7,137.5,83.6,83.2,60.99,64.3,44.17,55.05,42.64,33.54,33.62,34.46,32.25,29.67,28.54,27.88,26.59,26.07,25.83,25.44,60.7,66.05,82.6,79.4,85,105.2,138.1,164.3,229.3,337.7,410.4,658.5,63.8,61.2,44.06,27.33,15.32,8.95,15.74,19.37,13.35,8.81,7.22,5.754
116,1509,16.3,,32,458.3,418.1,300.1,161.9,129.8,65.44,98.9,71.5,61.84,52.1,62.49,193.1,210.5,172.5,155.1,97,96,67.71,68.87,46.13,58.6,44.88,33.56,33.8,34.48,32.19,29.65,28.64,27.84,26.61,26.07,25.8,25.52,63.04,71.1,84.9,85.3,96,114.5,153.3,180.3,268.8,401.4,468.7,713,67.61,60.17,47.68,34.48,23.31,16.2,15.43,20.12,25.25,15.95,16.25,7.17
116,1509,20.3,,36,470.8,449.8,349.2,201.3,154.5,75.1,110.5,77.3,64.78,55.27,66.06,197.5,247.1,205.5,184,110,111,81.3,86.2,51.67,66.7,47.72,33.8,34.02,34.52,32.19,29.69,28.7,27.84,26.59,26.07,25.83,25.5,68.04,72.8,86.3,89.6,107.1,143,189.4,222.1,304.8,427.4,496.2,739,66.64,65.45,60.11,36.55,21.63,12.51,12.47,12.55,9.2,7.96,8.61,7.34
116,1509,24.3,,40,504.2,473,384.2,212.9,159.7,79.8,110.8,75.7,63.38,54.67,61.68,199.3,241.1,197.7,170.5,104.8,95.7,71.9,73.7,49.79,62,47.53,34.1,34,34.58,32.28,29.73,28.7,27.84,26.61,26.07,25.83,25.54,70.6,76.9,96.1,97.8,113.7,148.4,206.3,240,349.9,480.7,546.3,750,65.76,62.7,56.43,32.32,19.3,11.25,12.19,12.21,14.54,7.64,5.269,4.5
116,1509,28.3,,44,500.6,486.9,400.3,234.5,173,83.4,110,73.6,62.67,53.59,61.44,197.6,222.1,196.4,168.6,108,97.8,72,73.6,50.68,62.21,47.82,34.42,34.18,34.72,32.42,29.81,28.64,27.76,26.59,26.09,25.81,25.5,73.1,80.5,101.8,103.8,120.6,151.3,208,251.9,374.9,505.9,573.2,777,62.77,63.6,49.68,29.23,18.32,11.12,11.82,11.47,9.38,6.522,5.743,3.853
116,1509,32.3,,48,528.5,518.1,428,253.9,187.8,91.2,119,82.4,67.61,57.44,65.54,200.8,232,196.7,176.9,110.7,100.2,74.6,72.8,51.55,63.1,49.17,35.44,34.7,34.96,32.62,29.81,28.68,28,26.59,26.07,25.83,25.42,75.5,84,108.5,112.2,131.3,159.4,222.9,275.2,410.4,543.8,608.4,779,61.93,57.13,33.96,21.06,15.36,9.25,14.2,15.99,18.91,18.89,9.02,5.672
116,1509,36.3,,52,516.3,498.3,408.5,249.9,185.3,92.6,111,78.4,66.39,56.77,63.34,205.9,249.6,217.4,186.9,112,99.8,74.7,76,53.19,66.53,50.44,35.1,35.36,35.48,32.92,29.89,28.72,28.16,26.61,26.11,25.82,25.5,79.1,89.7,112.7,121.1,137.1,169,243,293,423.5,554.3,629.5,789,66.46,65.51,56.16,37.52,19.28,13.83,12.75,13.67,16.97,10.5,9.24,6.572
116,1509,40.3,,56,528,514.8,438,273.8,199.8,101.6,130.3,88.7,72.6,60.03,68.28,212.6,248.7,221.3,193.4,122.1,107.8,77.8,77.1,53.67,64.54,50.92,36.42,36.08,36.06,33.34,30.13,28.85,28.2,26.65,26.19,25.89,25.59,88.3,99.4,123.4,129.9,150,186.2,262.9,308.2,445.7,570.4,648.8,800,70.2,63.39,47.21,26.61,22.92,14.31,13.32,12.94,11.19,9.46,6.782,4.468
116,1509,44.3,,60,539.5,525.1,449.6,289.2,224.4,109.4,134.2,91.3,77.5,63.24,72.6,213.2,241.6,213.8,186.3,120,107.2,80.7,81.7,56.39,66.59,52.38,37.92,36.92,36.76,33.8,30.37,28.86,28.36,26.79,26.29,25.95,25.54,88.5,102.7,125.2,123.4,140.8,175.1,257.5,321,475.8,581.9,663.9,791,67.65,60.77,49.45,30.75,21.44,13.28,13.79,13.76,14.59,12.74,10.93,7.3
116,1509,48.3,,64,542.7,532.2,444.8,289,213.7,108.4,127.4,91.1,77.8,65.86,76.9,216.7,252.8,223.1,196.9,128.2,116.2,85.1,85.2,58.17,71.7,55.78,39.19,38.06,37.7,34.38,30.65,28.97,28.68,26.83,26.37,25.99,25.67,88,100.5,125.9,125.3,148.7,195,269.2,329.7,486.4,603.3,691.7,801,65.61,56.6,49.18,34.65,18.68,11.37,16.74,18.62,19.38,11.71,8.89,7.87
116,1509,52.3,,68,552.3,561.2,479.1,312.3,229.3,114.7,134.3,93.6,77.5,63.93,71.1,224.4,256,234.6,211,132.6,119.2,86.5,85.4,59.2,70.1,54.08,40.79,39.27,38.69,35.02,30.85,29.15,28.89,26.98,26.47,26.03,25.67,88.4,100.8,121.3,127.1,154.8,194.5,266.6,335.5,499.5,617.5,701,813,66.48,65.95,57.83,34.61,24.29,15.92,13.49,12.8,8.55,6.832,6.208,4.213
116,1509,56.3,,72,566.7,570.7,498.3,337.2,251.7,122.9,142.9,98.1,81.5,67.43,76.4,223.8,267.4,249.5,219.2,134.5,116.8,86.9,86,60.76,71.1,56.04,42.52,40.63,39.87,35.86,31.37,29.43,29.17,27.24,26.61,26.19,25.79,91.8,106.9,131.3,129.4,155.5,193.6,269.9,329.2,504.3,584.1,679.2,799,68.42,55.65,43.72,30.15,24.05,16.38,14.49,21.19,26.63,19.09,15.15,12.62
116,1510,0.3,,76,552.7,537.5,475.5,336.3,252.4,126.5,152.1,101.3,87.2,72.4,83.7,232.5,281.1,261.5,237.7,153.1,145,101.3,101.7,66.09,83.8,61.58,44.39,42.46,41.26,37,31.86,29.75,29.55,27.34,26.79,26.31,25.99,93.1,105.4,130.2,130.4,154.7,193.6,271.4,339.7,512.2,583.7,675.5,804,68.51,58.29,49.17,26.43,19.75,11.65,16.38,24.98,27.55,29.26,18.4,12.02
116,1510,4.3,,80,522.8,508.7,465.1,329.3,248.7,128.9,144.3,96.6,81,69.81,75.1,240.6,315.4,289.8,270.5,169,152.2,103.7,102.6,67.73,83.3,61.58,46.14,44.11,43.02,38.19,32.54,30.05,29.53,27.44,26.91,26.39,26.03,91.5,111.9,136.6,137.4,159.8,197.5,269.1,331.1,486,555.7,662.8,797,63.22,69.11,67.5,44.76,28.71,18.2,13.29,15.27,13.95,12.25,11.39,7.75
116,1510,8.3,,84,563.5,558,495.8,346.1,263.5,132.4,149.2,99.6,84.2,70.1,75.8,239.3,285.3,261.6,237.4,162.4,142.2,102.8,102.2,67.87,81.2,61.7,48.02,45.72,44.89,39.27,33.38,30.37,29.45,27.58,26.99,26.45,25.99,92.8,109.3,134.3,130.6,154.2,197.8,275.9,344.7,513.4,574.8,677.3,815,66.56,64.59,61.52,43.48,28.46,18.58,13.77,14.24,17.72,14.86,10.85,8.65
116,1510,12.3,,88,580.3,583.1,517.5,361.6,277.3,137.9,150.9,103.8,82.9,71.2,77.4,238.4,277.6,256.6,234.5,161.9,140,102.8,100.1,67.65,74.9,58.19,49.39,47.47,46.91,40.67,34.28,30.77,29.77,27.84,27.22,26.59,25.95,93.5,107.2,130.3,134.2,156.3,194.1,276.8,347.3,510.6,545.5,642.5,741,72.2,56.83,47.53,36.57,23.52,14.11,11.99,9.38,7.68,5.765,5.012,4.364
116,1510,16.3,,92,602.9,569.3,490.3,353.9,276.1,142.7,157.7,105.9,88.7,74.2,81.6,232.4,252.6,228.1,203.9,147.9,128.6,95.9,90.3,65.33,71.9,57.88,51.15,49.69,49.05,42.02,35.18,31.23,30.17,28.1,27.38,26.71,26.07,90,104.2,128.9,126.9,147.4,182,253.4,312.3,465.9,499.1,591.2,714,49.63,37.93,29.7,18.53,13.91,9.85,9.23,7.85,5.267,3.744,3.459,2.563
116,1510,20.3,,96,582.3,538.7,457.3,333.8,257.5,140.7,146.7,102.6,86.3,72.4,78.3,228.1,239.6,215.4,188.9,138.6,115.4,89.6,82.8,63.56,67.3,56.63,52.5,51.67,51.31,42.98,36.08,31.62,30.61,28.32,27.64,26.94,26.15,87.3,100,126.7,124.7,146.8,177.9,241.5,299,448.8,468.3,575.8,694,62,47.17,45.14,29.99,18.83,13.18,12.89,9.81,6.959,4.604,4.146,3.326
116,1510,24.3,,100,606.6,590.2,515.3,362.6,279.2,150.3,166,107.5,89.1,75,83.2,229.5,239.2,211.6,186.9,137.5,116.6,88.7,84.8,64.75,68.47,57.26,55.15,54.14,53.74,45.36,37.24,32.16,31.07,28.66,27.92,27.11,26.43,93.2,108.1,132.4,128.9,152.8,186.1,255.2,305.7,447.8,465.5,563.1,684,47.93,35.15,27.72,23.21,18.48,13.06,10.21,7.53,6.141,5.517,4.312,3.774
116,1510,28.3,,104,611.5,589.3,513.5,365.4,284.2,154.8,168.9,115.2,94.2,78.5,83.9,228.1,234.2,206.4,182.2,136.6,122.1,92.5,88.9,66.31,74.6,58.94,59.1,56.39,55.94,47.23,38.47,32.8,31.88,29.11,28.14,27.32,26.51,88.1,99.1,124.6,126.8,146.8,175.9,247.7,301.6,457.2,490.2,564.5,682.2,61.11,50.38,52.45,39.89,23.25,14.34,14.31,12.24,12.67,10.51,9.33,6.933
116,1510,32.3,,108,610.9,602.5,533.4,387.8,301.5,161.6,169.5,115.6,93.9,79.2,83.7,239.3,253.9,228.1,207.8,150.7,134.8,99.9,94.1,67.35,75.3,59.57,60.8,58.55,58.43,49.09,39.77,33.42,32.3,29.37,28.46,27.6,26.73,91.3,104.1,130.6,135.7,160.2,187,258.9,311.6,470.2,519.8,603.6,740,66.74,61.65,57.54,35.91,21.7,14.56,14.02,13.14,14,16.09,10.85,8.19
116,1510,36.3,,112,621.5,617.4,552.5,394.7,309.1,167,176.6,118.1,95.9,77.4,81.8,240,252.9,227.9,209.1,149.5,134,98.9,92.7,67.29,74.8,60.52,62.19,61.19,61.07,50.99,41.04,34.16,32.76,29.73,28.84,27.84,26.91,89.6,102.1,131.1,135.7,157.6,184.9,258.3,310.8,463.6,502.7,589.1,756,62.67,60.59,49.95,27.54,26,19.84,13.62,13.6,13.51,16.69,12.65,8.59
116,1510,40.3,,116,606.7,617.5,557.5,401.1,320.7,174.2,186.3,122.8,98,80.5,84.6,238.8,249.3,225.6,214.1,159.5,141,106.7,99.2,69.13,75.1,60.82,64.78,63.83,64.25,53.81,42.24,34.82,33.06,30.11,29.17,28.16,27.28,89.8,105.5,134.8,134.2,153.8,182.6,260,323.8,477.4,520.1,599.5,748,54.74,57.17,44.42,33.08,26.44,16.54,12.97,12.09,12.24,12.32,8.85,7.4
116,1510,44.3,,120,617.8,620.4,555,407.4,316.9,170,175.7,116.9,94,78,81.9,244.2,259.1,238,219.2,159.1,141.9,105.1,95.3,69.77,78.4,61.86,67.98,66.35,67.22,56.37,43.69,35.66,33.8,30.45,29.63,28.48,27.64,88.7,103.3,133.7,137.1,154.6,189.5,262.2,324.1,488.5,531.2,614.7,779,66.91,67.56,59.39,43.75,28.58,18.9,16.14,26.68,40.04,40.6,16.59,13.52
116,1510,48.3,,124,619.3,624,555.4,410.9,316.4,171.2,173.1,115.4,93.5,77.5,80.9,249.9,270,252.5,241.3,169.5,156.5,114.2,107.4,73,81.4,63.51,69.89,68.28,69.83,58.78,45.24,36.4,34.6,30.79,29.97,28.68,27.86,91.9,106.6,138.3,137.8,158,189.6,255.7,306.8,484.4,540.6,614.9,781,69.81,68.26,58.12,38.81,29.03,21.2,14.31,12.61,10.71,10.88,11.18,8.21
116,1510,52.3,,128,623.3,627.7,563.3,429,338.5,182.5,191.5,128.6,103.6,83.7,86.7,255.5,276.3,258.8,245.7,174.9,153.8,112.7,108.5,76.3,88.8,67.49,72.3,71.7,72.7,61.31,46.63,37.38,35.02,31.35,30.37,29.08,28.22,90.3,104.7,135.6,137.1,159.1,193.1,260.1,324.3,500.9,554.1,627.8,761,67.22,63.04,61.79,54.73,35.76,22.37,14.95,14.96,24.46,20.08,8.78,8.2
116,1510,56.3,,132,621,619.7,556.3,420.3,336,184.2,184.4,126.4,102,83.5,85.9,260.2,280.3,260.7,230.9,166.7,144.4,109.8,102.8,74.5,81.5,64.44,75.3,74.9,75.5,63.59,47.9,38.26,35.78,31.74,30.81,29.45,28.46,92.3,105.6,134,135.1,159.8,186.9,255.4,314.2,484.1,529.5,621.8,794,71.2,61.87,53.61,39.04,26.72,15.88,14.89,13.4,12.4,8.85,7.6,6.379
116,1511,0.3,,136,632.8,623.5,567.8,423.2,333.8,183.7,181,122.9,98.3,81.7,82.9,263.4,287.1,263.9,237.9,173,150.3,111.7,104.1,74.8,82.3,66,78,77.9,78.7,66.23,49.71,39.25,36.42,32.1,31.09,29.81,28.73,94.6,108,134.7,137.2,160.9,190.5,263.2,322.7,494.6,534.3,622.9,790,68.17,63.48,59.89,42.11,31.05,19.39,14.45,14.58,11.75,10.72,10.6,9
116,1511,4.3,,140,625.6,624.6,564.4,431.1,339.8,184.3,185.6,126.1,100.3,82.8,86.3,266.3,288.6,269.7,247.5,174.7,153.7,117,110.5,77.8,88,68.69,80,80.8,81,68.67,51.65,40.51,37.1,32.56,31.53,30.13,29.12,90.4,105.1,135.7,135.4,157.9,188.6,258.9,315.7,488.8,547.2,631.4,813,69.59,63.85,51.62,30.4,17.97,10.49,16.15,17.13,18.38,16.43,11.51,9.28
116,1511,8.3,,144,613.2,610.3,526.3,402.4,306.4,175.8,165.1,118,98,81.3,83.3,278.5,335.1,284,256.3,181.6,160.2,117.9,109.7,78.5,86.8,68.75,83,83.1,84.1,71.4,53.43,41.09,37.66,33.14,31.94,30.49,29.37,93.8,107,131.8,130.5,155.1,184.1,251.9,309.8,475.2,522.4,624.6,800,70.1,60.94,57.18,39.31,24.07,14.16,15.07,11.62,14.38,9.29,8.79,7.3
116,1511,12.3,,148,630.8,600.9,529.4,401.9,307.9,174.3,169.6,118.8,97.2,80.8,80.9,276.3,308.5,280.4,247.5,181.6,161.2,120.1,109.9,77.9,83.6,67.45,86.9,86.3,87.3,74.6,55.13,41.98,37.86,33.56,32.38,30.83,29.57,92.2,104,130.2,130.7,152.4,179.7,246.4,302.4,470.1,516.6,611.7,786,69.39,62.59,58.58,39.99,24.53,14.89,17.7,18.36,14.96,13.36,11.24,9.52
